#{"t_start": 1672841643.1367772, "env_id": null}
r,l,t
1126,1037,48090.809348
499,500,48109.01837
11,22,48109.798057
852,855,48140.693521
1160,1037,48178.210425
955,988,48213.923232
1085,978,48249.247022
377,398,48263.705426
55,64,48266.036335
901,916,48298.923323
495,512,48317.098355
130,145,48322.511045
93,102,48326.092633
358,363,48339.184478
149,164,48345.178649
152,157,48350.840234
983,1000,48386.711025
1167,1038,48424.116525
215,234,48432.507243
1093,996,48468.639134
81,88,48471.805666
78,91,48475.188422
89,102,48478.908208
1085,1086,48518.220123
67,74,48520.95048
1210,1131,48562.027241
703,730,48588.060673
1063,952,48622.211009
483,488,48639.791639
116,129,48644.542411
1070,973,48679.86657
439,440,48695.942083
10,21,48696.759489
1123,1002,48733.138035
1159,1044,48770.535156
767,766,48798.282846
1230,1133,48839.000135
1168,1169,48882.433032
1218,1127,48924.102522
1149,1060,48963.376431
1124,1049,49001.999358
257,264,49011.892318
1229,1110,49052.756722
1129,1142,49095.002921
472,477,49112.44176
137,162,49118.583194
1158,1045,49157.239899
1148,1039,49195.190917
909,914,49228.178625
1139,1034,49265.676158
1113,998,49301.621744
24,35,49302.961798
1114,1009,49339.196391
1168,1051,49377.249813
279,286,49387.536771
988,1009,49424.005155
89,102,49427.699365
636,651,49451.649625
713,732,49478.074382
452,467,49494.916305
1150,1053,49532.719124
24,35,49534.075171
1230,1133,49574.977539
1166,1093,49614.530354
383,402,49629.174337
1109,1000,49665.415918
1137,1056,49703.581134
1132,1021,49740.43511
1144,1025,49777.446586
1236,1133,49818.250896
1066,1079,49857.071867
1022,1039,49894.790814
785,798,49923.460728
1219,1118,49964.040257
1152,1039,50001.343804
1116,1007,50037.448245
1232,1157,50079.003702
12,23,50079.801876
1207,1110,50119.391356
1158,1071,50158.060115
1125,1006,50193.986279
1022,1039,50231.379441
1123,1034,50268.368475
645,658,50291.874594
1245,1156,50333.348202
1232,1103,50372.882271
1213,1098,50412.082141
200,227,50420.13064
1111,1016,50456.672047
1263,1162,50498.554352
91,102,50502.296769
42,55,50504.35895
9,20,50505.083072
13,24,50506.020378
1221,1108,50545.702451
1124,1007,50581.915306
1216,1129,50622.650183
89,102,50626.412237
77,90,50629.727642
512,515,50648.232533
165,184,50654.906491
1185,1076,50693.722917
1127,1026,50730.870448
1070,949,50764.894211
1201,1094,50804.413927
970,979,50839.769055
1096,993,50875.690049
1060,967,50910.595977
24,35,50911.91993
773,776,50940.150144
28,39,50941.607738
485,480,50958.895585
9,20,50959.622219
1180,1063,50998.282138
1131,1010,51035.293479
112,127,51039.973401
1190,1089,51079.565357
51,60,51081.808963
871,872,51113.668419
24,35,51115.038799
1136,1007,51152.108263
88,95,51155.610679
352,355,51168.867934
100,105,51172.776888
766,789,51201.832746
859,852,51233.343542
56,67,51235.778476
89,102,51239.693672
220,227,51248.029771
1011,1006,51285.281398
705,724,51311.89062
337,352,51324.892256
86,93,51328.39411
1026,1039,51366.670108
1009,1030,51404.864664
1016,1015,51441.412403
1103,998,51477.278048
477,498,51495.42381
1152,1023,51532.720063
972,977,51567.56347
1228,1121,51608.337568
917,914,51641.664136
1235,1114,51681.781182
24,39,51683.179965
1176,1055,51721.094696
241,250,51730.191331
1241,1148,51771.59831
1216,1223,51815.275074
934,953,51849.707941
9,20,51850.456411
1231,1124,51890.933818
37,48,51892.659187
104,117,51896.838611
488,495,51914.690271
1210,1227,51958.869141
252,261,51968.374654
1127,1008,52004.563655
1101,998,52040.575816
12,23,52041.464498
14,25,52042.421095
433,438,52058.01402
1124,997,52093.967016
790,787,52122.200603
12,23,52122.967178
46,57,52125.111462
605,622,52147.449811
21,32,52148.595582
12,23,52149.489598
329,332,52161.469786
1182,1083,52200.572758
25,36,52201.902996
1121,1022,52238.691529
78,91,52242.041258
12,23,52242.955614
719,738,52269.599861
721,732,52295.877889
15,26,52296.90323
112,119,52301.156713
667,688,52325.855869
1109,1000,52361.911928
758,749,52388.906532
1116,1011,52425.296459
1249,1156,52467.02076
737,732,52493.241848
143,150,52498.750475
561,562,52518.899534
52,67,52521.370639
1117,1018,52557.818017
1104,997,52593.504364
1115,1024,52630.427618
25,36,52631.731456
215,226,52639.859757
212,223,52647.899175
1199,1086,52687.446297
1258,1141,52728.736697
423,428,52744.311747
1098,979,52779.545238
659,660,52803.433492
1132,1011,52839.79485
1113,1002,52876.053594
24,35,52877.424312
765,768,52905.066216
1109,1004,52941.270711
1069,948,52975.604847
911,914,53008.546998
1059,950,53042.916704
1116,993,53078.69302
1117,1000,53115.613394
1240,1129,53157.115883
1106,981,53193.436912
1076,983,53229.093575
1141,1038,53267.293761
1063,948,53302.140259
1080,965,53337.865622
743,740,53365.269566
24,35,53366.654049
673,678,53391.81555
470,477,53409.694725
861,852,53441.368926
978,977,53477.792422
1121,1010,53515.597316
1170,1161,53559.250826
1157,1042,53598.361129
1212,1129,53640.609651
1207,1124,53682.284672
1156,1059,53721.379267
1046,935,53755.296506
24,35,53756.574047
35,44,53758.277015
1164,1067,53796.875578
765,768,53824.908025
1147,1028,53862.06754
74,87,53865.277769
1221,1110,53905.400307
1046,953,53940.00437
1150,1035,53977.424709
1022,1023,54014.345087
1244,1163,54056.283324
657,670,54080.486384
1104,995,54116.144104
148,163,54122.201413
147,150,54127.554367
157,164,54133.543136
1143,1036,54170.896842
1125,1006,54207.167555
1176,1053,54245.016312
24,35,54246.289388
54,63,54248.605727
1098,987,54284.066403
93,102,54287.886461
1128,1021,54324.754323
1140,1009,54361.143169
769,774,54389.062912
375,368,54402.424883
24,39,54403.87632
146,169,54409.825575
41,50,54411.593863
1231,1114,54451.427571
1213,1134,54491.727064
1230,1117,54531.717636
89,102,54535.341589
1067,934,54568.848145
81,96,54572.222939
304,315,54583.472834
1097,988,54618.996094
55,64,54621.389528
93,102,54625.180639
1247,1132,54666.030001
1012,999,54702.132603
446,457,54718.714307
484,483,54736.202167
1113,1004,54772.526543
43,52,54774.405774
1236,1121,54814.805021
309,318,54826.207724
1139,1028,54863.23751
824,825,54892.776358
1196,1121,54933.393446
790,795,54962.111478
100,107,54965.901316
97,104,54969.637452
813,804,54998.668444
1032,1039,55035.954935
1266,1173,55078.049809
1257,1164,55119.884746
1243,1138,55161.068603
284,281,55171.310548
1201,1096,55211.928712
1220,1117,55252.933665
57,66,55255.396442
56,65,55257.747071
1164,1061,55296.487574
1199,1096,55335.872338
1016,925,55370.029301
236,233,55378.54053
244,255,55387.822863
1039,936,55421.567055
89,102,55425.321766
292,309,55436.640764
1119,1004,55473.441623
1122,1001,55510.475164
63,72,55513.216299
1192,1077,55552.993575
1215,1094,55593.482367
1177,1096,55634.150254
862,849,55665.739114
24,35,55666.97603
225,238,55675.514136
24,35,55676.874044
1122,1003,55712.938746
1115,1012,55749.172758
1105,1000,55785.302953
1112,1009,55821.285946
470,477,55838.509037
247,256,55847.851654
272,281,55858.046689
24,35,55859.411268
561,556,55879.777229
1161,1032,55917.160065
1108,1005,55953.715723
93,102,55957.442312
768,763,55984.969178
1142,1041,56022.822171
24,35,56024.096845
1228,1117,56064.923282
1190,1089,56105.548373
401,424,56121.049183
1184,1085,56161.058463
1088,965,56196.551703
67,76,56199.456282
1226,1227,56245.01435
24,35,56246.339741
1068,959,56281.860193
1053,944,56316.849374
1153,1046,56355.415002
605,608,56377.936468
800,823,56408.505283
24,35,56409.881443
1071,960,56445.428161
1116,1001,56482.115001
438,437,56498.305837
58,67,56500.96009
1177,1086,56540.958982
945,956,56576.511584
164,169,56582.949797
897,914,56616.206263
1160,1035,56653.65779
1113,986,56689.181988
130,135,56694.157697
411,414,56709.250587
1230,1227,56753.672864
52,67,56756.15748
49,58,56758.391201
1068,975,56793.816881
204,203,56801.350496
43,52,56803.295001
1094,997,56840.049526
1063,952,56875.189504
1060,945,56910.14159
782,789,56938.937699
1084,961,56974.719996
1004,1041,57013.907966
56,65,57016.450042
1119,1018,57054.198092
123,132,57059.206565
1107,1006,57096.968001
1078,981,57133.511633
439,444,57150.201066
343,354,57163.185525
170,181,57170.069877
1123,1000,57206.376001
1035,916,57239.492278
67,76,57242.277702
989,1028,57279.986905
402,417,57295.191463
1147,1038,57332.992196
1114,1003,57369.931549
251,260,57379.690254
249,256,57389.250362
1152,1035,57427.743261
163,174,57434.19629
135,148,57439.855851
595,602,57462.498081
1186,1089,57502.866213
1087,976,57538.620022
301,306,57549.868567
1112,1019,57587.010984
1158,1041,57625.170412
24,35,57626.502366
52,67,57629.099635
214,227,57637.465554
33,46,57639.182254
1183,1084,57679.19712
1100,973,57715.097821
42,51,57716.982851
966,977,57753.216293
1106,987,57789.355395
24,35,57790.716848
1128,1003,57827.644319
862,859,57859.57026
93,102,57863.318984
24,39,57864.857757
1085,964,57900.807033
1151,1042,57939.731329
1206,1105,57980.851049
1288,1171,58024.403536
93,102,58028.291711
1083,952,58063.520478
1203,1090,58103.720098
1119,996,58140.804474
92,103,58144.738527
1086,1101,58185.586818
1141,1024,58223.727106
1143,1018,58261.013843
251,268,58270.932685
76,85,58273.998039
52,67,58276.460089
913,900,58309.113385
1103,982,58344.70675
1133,1148,58386.143895
111,116,58390.443141
776,787,58418.992604
170,181,58425.527162
86,93,58428.965331
113,126,58433.517064
361,372,58447.140767
1267,1164,58489.194782
150,163,58495.029708
1123,1018,58532.113999
1137,1014,58569.036135
889,898,58601.275428
1106,983,58636.952601
66,75,58639.754838
116,125,58644.317455
372,377,58657.996349
1222,1109,58698.372642
1141,1030,58735.656402
492,493,58753.474394
10,21,58754.348749
83,90,58757.605392
355,366,58770.896855
347,364,58784.511485
1120,1003,58822.056754
52,67,58824.557022
1220,1227,58869.948837
1112,999,58906.32743
24,39,58907.73714
868,873,58939.604444
1055,946,58973.729898
1003,1006,59010.554554
161,164,59016.608832
24,35,59017.849823
1112,981,59053.562837
1143,1128,59094.280733
9,20,59095.03152
817,820,59124.672431
172,175,59130.976514
1130,1019,59168.221749
856,853,59199.013698
1217,1094,59238.793118
706,715,59264.699929
116,121,59269.056698
550,543,59288.81258
1066,955,59323.148244
9,20,59323.92117
9,20,59324.695014
91,102,59328.453512
1103,1102,59368.17489
24,39,59369.644038
1074,955,59404.34943
1163,1048,59441.851717
64,77,59444.648653
538,539,59464.084506
1133,1014,59500.932195
1045,924,59534.499916
1080,951,59568.806611
1002,993,59605.001627
1136,1021,59642.335864
1167,1040,59680.473531
134,139,59685.535184
1116,1003,59722.287425
1122,1009,59760.031692
867,852,59791.760771
1133,1022,59829.64748
1278,1165,59872.733446
1079,970,59908.660397
1134,1021,59946.177942
41,50,59947.986065
1170,1065,59987.75999
1144,1021,60025.130774
1133,1008,60062.136112
1240,1141,60103.726973
1277,1160,60146.184344
1110,999,60182.662858
1104,997,60219.115954
1082,969,60254.285872
115,124,60258.922907
407,414,60274.228417
24,35,60275.526775
1224,1113,60316.620605
967,988,60352.984393
1120,995,60389.694767
1103,998,60426.308938
1099,986,60462.289319
784,789,60491.019086
1075,954,60526.020939
1123,992,60562.117577
1218,1107,60602.804726
775,776,60631.383073
1138,1005,60668.689893
24,39,60670.163148
714,725,60696.462674
208,227,60704.863531
24,35,60706.264741
1052,949,60741.122546
24,39,60742.604206
347,352,60755.550933
24,39,60757.089192
238,247,60766.201463
1134,1137,60807.684333
645,638,60830.988188
342,377,60844.717901
24,39,60846.152091
89,102,60850.009978
1119,994,60886.221274
526,523,60905.508818
1058,949,60939.984752
1144,1039,60978.48839
1095,978,61014.879717
1068,941,61050.661372
24,35,61051.928043
1108,987,61089.021113
768,755,61117.27266
1121,1142,61160.119992
588,599,61182.562991
1127,1026,61220.838137
33,42,61222.40375
1104,981,61259.101993
334,337,61271.762912
1034,921,61306.242141
1157,1040,61345.270298
378,377,61359.01948
1199,1082,61398.845174
1221,1122,61439.785723
634,621,61462.672672
569,570,61483.785959
1117,996,61520.819495
874,879,61553.50036
1096,1095,61593.978671
1058,933,61628.503578
1099,1104,61669.350161
169,178,61675.993153
280,289,61686.690007
1151,1034,61725.174277
24,35,61726.51988
24,35,61727.766529
1154,1133,61769.629626
607,614,61792.628341
894,905,61826.525707
1159,1054,61866.295915
24,35,61867.621934
1109,988,61904.916629
1116,997,61942.114981
1151,1028,61980.290086
243,254,61989.671855
1112,991,62026.305637
24,35,62027.676598
74,87,62030.991235
1086,977,62067.339422
87,94,62070.922454
1249,1118,62112.670532
622,617,62135.798658
1085,956,62171.310576
1150,1021,62208.246109
92,99,62211.887303
1154,1025,62249.011739
1079,956,62283.50496
1107,994,62320.093441
1084,963,62354.965994
24,35,62356.215542
45,54,62358.258759
183,188,62365.224851
1157,1050,62403.952478
1131,1026,62442.404556
1081,952,62477.540121
75,84,62480.660758
1058,933,62514.732008
1189,1084,62554.257722
1031,914,62587.410545
447,468,62604.565377
165,174,62611.015994
221,228,62619.201374
1240,1125,62660.603184
93,102,62664.482888
1126,1001,62701.672748
1111,998,62738.908587
1052,1053,62777.495805
24,39,62778.976845
977,982,62815.136006
1108,985,62850.906279
1003,1000,62887.295323
1057,944,62921.611455
89,102,62925.383372
129,136,62930.2993
40,49,62932.118497
1131,1006,62968.963382
72,81,62971.938139
1070,947,63006.366929
864,861,63037.701309
1192,1073,63076.991397
563,568,63097.830369
1199,1096,63137.885105
174,189,63144.789243
621,622,63167.954536
24,35,63169.356244
1137,1044,63207.660824
706,711,63233.625578
197,204,63241.22501
928,921,63275.24629
1172,1049,63314.252175
1059,1056,63353.578454
1133,1008,63391.685142
1255,1148,63434.690963
1159,1040,63473.293772
1102,999,63510.708003
24,35,63512.051827
24,35,63513.413368
24,35,63514.79941
95,108,63518.877512
146,163,63525.10357
200,207,63532.823372
1119,1018,63571.194829
1137,1012,63609.11092
126,137,63614.271822
108,117,63618.737053
68,77,63621.725677
242,253,63631.29668
929,948,63666.931803
989,986,63704.239138
951,948,63739.882663
1074,981,63777.141399
612,611,63799.845201
865,870,63832.687823
353,376,63846.90567
52,67,63849.434496
114,123,63854.152211
264,269,63864.307348
1077,976,63900.78858
169,174,63907.319158
93,102,63911.205476
613,620,63934.03634
93,102,63937.68196
1210,1197,63980.628753
309,314,63992.239192
1109,992,64028.21318
1218,1227,64072.464837
24,35,64073.681487
1090,971,64109.712604
423,430,64126.219581
532,557,64147.386112
1174,1059,64186.816088
286,287,64197.727637
194,197,64205.35332
1034,939,64240.019119
1056,927,64274.628206
204,227,64283.385379
62,71,64286.030708
1160,1055,64325.566298
1113,1006,64363.50949
1125,1000,64401.013084
1101,978,64437.812739
282,295,64448.851589
90,97,64452.489866
116,125,64457.360507
1100,977,64494.027644
1124,1011,64532.176024
87,94,64535.684733
81,90,64539.174904
1242,1123,64582.590031
1159,1042,64622.990953
1168,1037,64661.800874
1082,979,64698.338665
1047,924,64732.875103
602,601,64755.200072
1155,1042,64794.278943
1213,1096,64834.198636
60,69,64836.683542
1158,1045,64875.133736
1155,1040,64914.23109
1134,1025,64951.171179
1097,966,64986.098219
115,126,64990.606496
1091,984,65026.459851
1111,996,65062.559133
909,914,65095.769026
1064,963,65130.531205
23,38,65131.956997
38,47,65133.771894
1105,996,65169.753183
1074,961,65204.25142
1085,968,65241.245131
1128,1019,65284.204989
60,69,65287.122933
1054,925,65321.960679
1127,994,65358.155187
1107,982,65393.718244
995,992,65429.458555
91,102,65433.275056
1067,950,65467.616115
1088,981,65503.264724
61,74,65505.917067
720,725,65532.105564
890,895,65564.740555
1075,960,65599.442919
912,917,65632.580461
1065,942,65666.951203
83,92,65670.253816
1222,1093,65709.656136
1234,1137,65750.614475
167,174,65756.90641
1110,1005,65793.171727
1025,910,65826.161149
54,63,65828.409937
1095,970,65863.559059
188,193,65870.508252
89,102,65874.308423
66,75,65877.021381
94,105,65880.941916
1090,975,65916.821692
1070,955,65953.837479
1108,999,65989.809476
1171,1040,66027.079628
134,143,66032.265242
1208,1097,66072.419275
55,64,66074.826334
1092,971,66109.871181
1044,943,66144.13812
1099,996,66180.858161
106,113,66185.125929
114,123,66189.61242
98,111,66193.648942
1087,994,66230.496125
1186,1051,66269.722166
1156,1055,66309.386321
555,554,66330.211558
367,368,66344.247985
940,927,66378.639839
1219,1096,66418.315942
712,709,66443.977717
1106,1007,66479.863963
1137,1040,66517.051737
1102,975,66552.106083
40,49,66553.836993
1052,935,66587.434336
252,259,66596.751726
52,67,66599.262343
1058,983,66634.250696
1179,1080,66672.980661
1127,1014,66709.314146
1148,1025,66746.37138
1036,927,66779.600514
223,230,66787.940515
500,501,66806.114286
1081,952,66840.230886
833,840,66870.391246
1101,1002,66906.390352
1103,976,66941.394935
1172,1083,66980.062754
54,63,66982.336141
1013,896,67014.653644
15,26,67015.588834
1109,992,67051.426038
1250,1153,67092.625765
1132,1011,67129.061641
1125,996,67164.737445
1080,967,67199.5092
1087,986,67235.016143
1030,1053,67272.586345
1028,905,67305.111464
44,53,67307.034336
320,315,67318.46367
1063,960,67353.048204
1093,978,67388.053579
72,81,67391.081618
259,278,67400.973585
1082,969,67435.722513
115,126,67440.317886
281,284,67450.513595
1118,1009,67486.700702
839,852,67517.498921
537,528,67536.442953
120,131,67541.186773
1040,931,67575.716729
517,512,67594.703048
1074,971,67630.322566
1062,937,67664.274048
99,104,67668.038505
102,107,67671.80869
410,415,67686.77532
258,263,67696.227994
86,97,67699.679947
1077,968,67734.432298
24,35,67735.80134
1218,1099,67775.487016
1112,1003,67811.322419
308,327,67823.089979
1122,1027,67859.938151
1044,921,67892.971001
837,860,67923.692955
1095,988,67959.276538
1072,961,67993.695462
1083,966,68028.063675
1201,1104,68067.551682
1051,972,68102.287765
1069,972,68137.269494
1030,929,68170.682701
1201,1092,68209.623495
1167,1048,68247.312311
1132,1145,68288.469953
1163,1058,68326.301036
626,641,68349.474184
1039,968,68384.319055
1168,1055,68422.16644
787,788,68450.70203
1140,1023,68487.502286
875,880,68519.215944
52,61,68521.685833
1102,993,68557.110512
25,36,68558.506493
1210,1083,68597.657769
1055,948,68631.809701
274,289,68642.171951
1103,998,68678.25321
1203,1108,68718.165079
24,39,68719.579252
1227,1130,68760.284954
1050,949,68794.587156
1222,1121,68834.797478
327,326,68846.757329
37,46,68848.348762
1087,978,68883.617972
222,225,68891.891231
386,401,68906.539773
1063,950,68941.364014
1109,1010,68978.181983
1197,1088,69018.443621
1076,991,69054.984258
1078,959,69090.372417
1097,998,69127.140238
1097,1000,69164.167923
463,480,69182.040941
1185,1066,69221.691331
89,102,69225.490488
1082,951,69261.055779
22,33,69262.271035
91,102,69266.10806
739,750,69294.184209
8,19,69294.976779
1168,1049,69332.836
153,164,69338.799439
1066,945,69372.690834
155,164,69378.789333
1038,931,69412.477396
198,199,69419.628651
157,164,69425.827262
1108,993,69461.762882
1152,1057,69499.840078
1061,956,69534.230696
610,609,69556.040796
1180,1071,69594.58855
1029,912,69627.498053
58,67,69629.918482
1133,1024,69667.156911
288,297,69678.037758
1022,921,69711.007286
1043,964,69745.822734
1055,944,69779.907894
1084,963,69815.558902
1141,1018,69852.77066
85,102,69856.617178
1092,1003,69892.544825
1009,1006,69928.508225
1178,1053,69966.592579
193,200,69973.835621
1084,953,70008.000064
1050,947,70041.988468
191,212,70049.529936
1044,923,70082.530678
1093,966,70116.981753
570,569,70137.263962
125,134,70142.00008
117,124,70146.502274
1142,1015,70182.626964
797,810,70211.443229
663,664,70235.211329
356,355,70247.940588
1067,950,70282.129892
224,227,70290.260107
1099,992,70325.986029
308,313,70337.302835
1055,954,70370.930124
24,35,70372.269073
1064,957,70406.46836
1089,980,70441.340826
1035,930,70474.723953
24,35,70475.984086
1083,956,70510.057991
1030,909,70542.519771
1157,1050,70579.985364
827,850,70610.283361
407,414,70625.222413
28,39,70626.669019
1180,1069,70664.849991
24,35,70666.271314
1075,960,70701.139261
90,103,70704.93253
1066,947,70739.547001
852,847,70770.626735
1074,959,70805.8033
1122,1003,70842.807971
1027,910,70876.073261
1070,981,70912.219273
844,865,70944.069094
24,35,70945.339464
1033,910,70978.611515
1267,1178,71021.954156
1118,1013,71059.196832
24,35,71060.482587
1017,1030,71098.228529
941,952,71133.702231
121,132,71138.616444
1060,943,71173.330343
1081,968,71208.963071
1150,1041,71247.150122
1149,1042,71284.512214
103,110,71288.498163
849,852,71319.149319
97,108,71323.204297
24,35,71324.502437
24,39,71325.922112
1031,908,71358.463984
727,736,71384.975843
108,121,71389.44071
162,181,71395.82829
1111,1016,71432.370142
383,402,71446.83202
1125,1024,71483.641771
722,723,71509.495991
11,22,71510.388382
58,75,71513.101289
962,977,71548.42059
811,818,71577.657251
1152,1071,71616.264325
828,831,71646.226125
1047,942,71680.144716
644,663,71703.939403
24,35,71705.279634
1214,1109,71745.034565
24,39,71746.451612
972,965,71781.141285
24,39,71782.553534
24,39,71783.985615
893,914,71817.262465
820,821,71846.847584
389,414,71861.871402
278,285,71872.262056
1061,964,71906.829277
517,516,71925.109831
33,42,71926.618945
165,170,71932.814411
118,123,71937.336552
144,149,71942.691129
11,22,71943.472848
148,151,71949.102363
91,102,71952.899416
1086,973,71987.747791
1087,1008,72024.049417
1019,936,72057.798855
740,747,72084.662646
1052,951,72118.771914
962,967,72153.891259
1026,1037,72191.200689
419,424,72206.358583
24,39,72207.843626
1118,997,72243.937941
1117,1008,72280.217299
90,103,72283.930883
1089,988,72319.509752
24,35,72320.775501
536,539,72340.042455
315,326,72351.677397
1038,909,72384.421923
1094,995,72420.359981
1084,1091,72459.804457
136,145,72464.990567
1124,999,72501.098428
24,39,72502.525921
24,39,72503.898813
583,582,72524.978031
621,640,72548.213519
1114,1011,72584.776737
664,671,72609.008571
1085,988,72644.566935
1099,990,72680.24965
24,39,72681.703076
984,999,72717.68011
1097,1110,72757.834297
1092,989,72793.515901
52,67,72795.995599
169,182,72802.715265
1098,1007,72839.045509
768,789,72867.486081
919,922,72900.636243
54,63,72902.989328
1059,936,72936.838274
1078,983,72972.148828
155,164,72978.060382
116,135,72982.961196
33,42,72984.541658
1138,1033,73021.998646
239,256,73031.247059
70,79,73034.44606
347,352,73047.268887
1148,1043,73085.102279
52,67,73087.566957
350,353,73100.414051
1184,1079,73140.727545
1137,1028,73178.135273
89,102,73181.950667
1094,1137,73223.274891
1112,1001,73259.531321
1189,1096,73299.683316
111,116,73303.931687
24,39,73305.455802
1,12,73305.94847
33,42,73307.49511
1244,1127,73348.521645
602,599,73370.259382
370,383,73384.097945
87,100,73387.770744
1060,943,73421.981272
1019,1022,73459.142308
1067,1102,73499.261563
1115,1000,73535.509108
1071,948,73570.035151
472,477,73587.659413
105,114,73591.821292
218,227,73600.135653
1115,1010,73636.803461
1188,1075,73676.119656
21,32,73677.325199
1128,1037,73714.797562
89,102,73718.532588
100,113,73722.646034
712,727,73749.095663
42,51,73750.953758
888,901,73783.397439
1098,1017,73820.361184
1128,1059,73858.500285
1094,995,73894.056795
1111,1020,73931.011528
1076,979,73966.409325
937,952,74000.529393
1145,1018,74037.004791
1068,951,74071.400608
806,815,74100.90257
55,64,74103.236517
285,282,74113.294757
750,769,74140.820214
11,22,74141.721523
1050,933,74175.197608
718,727,74201.264143
1058,953,74235.653832
1026,1031,74272.685253
60,69,74275.134509
1136,1027,74311.876668
1077,954,74345.992576
1097,986,74381.448402
1095,988,74416.740224
1068,945,74450.618342
1055,940,74484.479931
267,282,74494.691721
171,180,74501.270055
46,59,74503.425072
591,602,74524.864402
28,39,74526.282469
87,96,74529.777747
1226,1105,74569.308526
1076,971,74604.476185
1068,961,74639.232677
1095,1002,74675.067641
1100,979,74709.943423
471,472,74726.960087
77,86,74730.123941
1042,921,74763.44446
1028,903,74795.679705
732,729,74821.938775
1114,983,74857.546579
55,64,74859.781489
1115,1008,74896.120122
1089,956,74930.05741
262,279,74940.166778
1059,964,74974.640728
476,477,74991.803757
1243,1130,75033.240349
96,103,75037.062196
1044,941,75071.746389
728,727,75098.547474
1083,986,75134.662202
1079,954,75170.079693
1242,1127,75211.924697
1097,990,75248.71605
1089,1086,75288.68479
1070,955,75324.295372
1082,953,75359.672333
362,373,75373.682492
1058,929,75408.330069
1061,1102,75448.322681
1210,1115,75488.540686
1105,994,75524.274597
28,39,75525.620396
1056,969,75561.046793
1056,1079,75600.028843
130,147,75605.42236
9,20,75606.182521
1073,946,75640.62216
1098,1025,75677.34743
1155,1040,75714.983151
91,102,75718.630067
132,141,75723.775799
1081,972,75759.033789
1153,1042,75796.370473
153,164,75802.240379
1117,998,75838.096138
508,539,75857.48028
93,102,75861.276787
1132,1051,75899.133944
1064,945,75933.253957
1097,980,75968.778799
858,851,75999.663326
55,64,76002.04421
847,852,76032.864188
73,86,76035.908523
1056,979,76071.189753
1059,950,76105.497537
91,102,76109.321029
740,741,76135.959474
112,123,76140.496112
91,104,76144.330547
37,46,76146.032387
1170,1043,76183.78314
1206,1109,76223.691259
220,233,76232.155685
1153,1050,76270.236756
85,98,76273.858125
1081,974,76309.244235
1062,939,76343.245677
1079,964,76378.370019
1072,995,76414.658497
106,115,76418.843678
1208,1099,76458.528142
1052,937,76492.737915
1123,1008,76529.404457
1065,938,76563.368747
1193,1094,76603.085896
657,664,76627.150933
227,238,76635.959984
1113,998,76672.404395
1291,1198,76715.988181
1067,944,76750.239753
1093,988,76785.908929
60,69,76788.470052
1172,1061,76827.251657
764,777,76855.657889
1066,937,76889.418173
706,727,76915.900422
1159,1048,76954.079502
722,727,76980.646006
43,52,76982.56885
355,356,76995.506264
94,109,76999.5262
1125,1020,77036.568455
1136,1023,77073.826825
577,582,77094.993522
218,227,77103.347191
1080,959,77138.222879
1070,971,77173.207924
378,395,77188.073613
1089,1002,77224.7693
1071,958,77259.596293
1059,938,77293.746414
1120,1005,77330.77596
1030,923,77364.426801
240,245,77373.554634
1052,935,77407.458656
1034,921,77441.051965
1055,944,77475.262616
1208,1107,77515.524855
833,852,77546.65186
102,109,77550.75423
1047,936,77584.541713
1182,1089,77624.162437
958,977,77659.505046
1126,1025,77696.61287
1048,1037,77734.131015
1050,1081,77773.30741
115,126,77777.813068
283,290,77788.233472
1220,1103,77827.924107
496,497,77845.869737
1101,996,77881.761933
1178,1085,77920.690964
55,64,77923.055283
1056,953,77957.436079
1022,929,77990.909253
317,322,78002.465332
1145,1028,78039.185869
1059,956,78073.692567
1065,956,78108.338236
720,727,78134.43013
1179,1090,78173.622765
798,801,78202.874166
136,147,78208.180913
92,101,78212.035015
1104,983,78247.60301
646,649,78271.360791
1002,881,78303.712482
1059,942,78338.005223
1202,1091,78377.932038
1122,1031,78415.146747
91,102,78418.749607
1141,1038,78456.02071
1057,950,78489.64351
1070,945,78523.645907
1082,965,78558.284325
1066,945,78592.243868
1089,976,78627.178883
33,42,78628.798786
1136,1027,78665.753298
1054,939,78699.581319
1062,949,78733.71733
1184,1065,78772.338449
1074,951,78806.514977
1051,932,78840.401352
1065,952,78874.578117
1038,915,78907.449076
1091,962,78942.226531
1106,993,78977.944145
863,860,79009.140718
532,539,79028.784392
107,114,79032.895197
24,35,79034.225089
191,198,79041.327842
15,26,79042.357396
572,573,79063.066838
1079,954,79097.711947
176,179,79104.05164
59,68,79106.622702
1086,967,79141.312745
126,131,79146.040575
24,39,79147.474808
1046,919,79180.498527
76,85,79183.65685
1082,969,79218.471196
1172,1053,79256.374039
1123,1144,79297.762731
1064,949,79332.094265
1201,1194,79375.29128
1137,1008,79411.494995
1068,951,79445.696254
1075,958,79480.117917
1042,913,79512.982344
114,125,79517.563488
1089,958,79552.246639
1212,1085,79591.13611
1092,965,79625.985983
365,370,79639.110048
1049,944,79673.482272
9,20,79674.225988
1118,1005,79710.612247
1067,944,79745.097979
1029,912,79777.949113
750,749,79805.146412
1041,920,79838.21105
54,63,79840.476425
149,162,79846.485795
595,602,79868.318246
10,21,79869.169339
1064,941,79903.160587
1083,960,79938.038566
1243,1154,79979.613383
258,263,79989.176817
467,470,80006.341554
